probe_id,user_id,domain,probe_type,required_groups,best_resolved_groups,unresolved_groups_in_best_window,best_window_start_session,best_window_end_session,history_chars,window_char_budget
mdgo_v11_probe_000233,mdgo_v05_sof_user_0005,software,surface_decoy_pair,2,0,2,0,239,318937,140000
mdgo_v11_probe_000234,mdgo_v05_fin_user_0022,finance,provenance_weighted_triple,3,0,3,0,219,343225,140000
mdgo_v11_probe_000235,mdgo_v05_fin_user_0027,finance,reference_case_reconstruction,3,1,2,196,412,342331,140000
mdgo_v11_probe_000236,mdgo_v07_sof_user_0013,software,scope_temporal_pair,2,0,2,0,245,316556,140000
mdgo_v11_probe_000237,mdgo_v05_fin_user_0031,finance,triple_asof_interleaved,3,0,3,0,224,338178,140000
mdgo_v11_probe_000238,mdgo_v05_fin_user_0003,finance,dual_asof_reversal,2,0,2,0,230,331924,140000
mdgo_v11_probe_000239,mdgo_v05_fin_user_0026,finance,triple_asof_interleaved,3,0,3,0,231,330059,140000
mdgo_v11_probe_000240,mdgo_v05_sof_user_0003,software,triple_asof_interleaved,3,0,3,0,242,314399,140000
mdgo_v11_probe_000241,mdgo_v05_fin_user_0025,finance,scope_temporal_pair,2,0,2,0,232,338920,140000
mdgo_v11_probe_000242,mdgo_v05_fin_user_0003,finance,suggestion_rejection_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_000243,mdgo_v05_fin_user_0026,finance,suggestion_rejection_pair,2,0,2,0,231,330059,140000
mdgo_v11_probe_000244,mdgo_v05_fin_user_0030,finance,triple_asof_interleaved,3,0,3,0,220,337818,140000
mdgo_v11_probe_000245,mdgo_v07_sof_user_0010,software,surface_decoy_pair,2,0,2,0,227,329153,140000
mdgo_v11_probe_000246,mdgo_v05_fin_user_0029,finance,suggestion_rejection_pair,2,0,2,0,227,332408,140000
mdgo_v11_probe_000247,mdgo_v05_sof_user_0003,software,triple_asof_interleaved,3,0,3,0,242,314399,140000
mdgo_v11_probe_000248,mdgo_v05_fin_user_0024,finance,surface_decoy_pair,2,0,2,0,226,340270,140000
mdgo_v11_probe_000249,mdgo_v05_fin_user_0024,finance,surface_decoy_pair,2,0,2,0,226,340270,140000
mdgo_v11_probe_000250,mdgo_v05_fin_user_0009,finance,dual_asof_reversal,2,0,2,0,216,341182,140000
mdgo_v11_probe_000251,mdgo_v05_fin_user_0035,finance,dual_asof_reversal,2,0,2,0,230,332598,140000
mdgo_v11_probe_000252,mdgo_v05_fin_user_0016,finance,surface_decoy_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_000253,mdgo_v05_fin_user_0008,finance,surface_decoy_pair,2,0,2,0,229,338243,140000
mdgo_v11_probe_000254,mdgo_v07_sof_user_0016,software,surface_decoy_pair,2,0,2,0,233,324189,140000
mdgo_v11_probe_000255,mdgo_v05_fin_user_0022,finance,dual_asof_reversal,2,0,2,0,219,343225,140000
mdgo_v11_probe_000256,mdgo_v05_fin_user_0015,finance,surface_decoy_pair,2,0,2,0,222,337230,140000
mdgo_v11_probe_000257,mdgo_v05_fin_user_0029,finance,reference_case_reconstruction,3,1,2,189,412,332408,140000
mdgo_v11_probe_000258,mdgo_v05_fin_user_0015,finance,surface_decoy_pair,2,0,2,0,222,337230,140000
mdgo_v11_probe_000259,mdgo_v05_fin_user_0005,finance,triple_asof_interleaved,3,0,3,0,231,328129,140000
mdgo_v11_probe_000260,mdgo_v05_fin_user_0028,finance,suggestion_rejection_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_000261,mdgo_v05_fin_user_0006,finance,dual_asof_reversal,2,0,2,0,224,336433,140000
mdgo_v11_probe_000262,mdgo_v05_fin_user_0024,finance,surface_decoy_pair,2,0,2,0,226,340270,140000
mdgo_v11_probe_000263,mdgo_v05_sof_user_0008,software,dual_asof_reversal,2,0,2,0,239,318483,140000
mdgo_v11_probe_000264,mdgo_v07_sof_user_0009,software,dual_asof_reversal,2,0,2,0,235,322372,140000
mdgo_v11_probe_000265,mdgo_v05_sof_user_0006,software,reference_case_reconstruction,3,1,2,182,412,322287,140000
mdgo_v11_probe_000266,mdgo_v05_fin_user_0018,finance,provenance_weighted_triple,3,0,3,0,227,331045,140000
mdgo_v11_probe_000267,mdgo_v05_fin_user_0004,finance,reference_case_reconstruction,3,1,2,191,412,332730,140000
mdgo_v11_probe_000268,mdgo_v05_sof_user_0000,software,reference_case_reconstruction,3,1,2,104,344,311624,140000
mdgo_v11_probe_000269,mdgo_v05_fin_user_0019,finance,dual_asof_reversal,2,0,2,0,225,338631,140000
mdgo_v11_probe_000270,mdgo_v05_fin_user_0028,finance,provenance_weighted_triple,3,0,3,0,219,335276,140000
mdgo_v11_probe_000271,mdgo_v05_fin_user_0009,finance,provenance_weighted_triple,3,0,3,0,216,341182,140000
mdgo_v11_probe_000272,mdgo_v05_fin_user_0025,finance,dual_asof_reversal,2,0,2,0,232,338920,140000
mdgo_v11_probe_000273,mdgo_v05_fin_user_0017,finance,reference_case_reconstruction,3,1,2,192,412,341010,140000
mdgo_v11_probe_000274,mdgo_v05_fin_user_0006,finance,surface_decoy_pair,2,0,2,0,224,336433,140000
mdgo_v11_probe_000275,mdgo_v05_fin_user_0028,finance,surface_decoy_pair,2,0,2,0,219,335276,140000
mdgo_v11_probe_000276,mdgo_v05_fin_user_0006,finance,surface_decoy_pair,2,0,2,0,224,336433,140000
mdgo_v11_probe_000277,mdgo_v05_fin_user_0012,finance,suggestion_rejection_pair,2,0,2,0,224,334218,140000
mdgo_v11_probe_000278,mdgo_v07_sof_user_0013,software,suggestion_rejection_pair,2,0,2,0,245,316556,140000
mdgo_v11_probe_000279,mdgo_v07_sof_user_0010,software,dual_asof_reversal,2,0,2,0,227,329153,140000
mdgo_v11_probe_000280,mdgo_v05_sof_user_0002,software,suggestion_rejection_pair,2,0,2,0,237,323038,140000
mdgo_v11_probe_000281,mdgo_v05_fin_user_0015,finance,triple_asof_interleaved,3,0,3,0,222,337230,140000
mdgo_v11_probe_000282,mdgo_v05_fin_user_0011,finance,dual_asof_reversal,2,0,2,0,229,333048,140000
mdgo_v11_probe_000283,mdgo_v05_fin_user_0013,finance,dual_asof_reversal,2,0,2,0,217,345552,140000
mdgo_v11_probe_000284,mdgo_v05_sof_user_0004,software,surface_decoy_pair,2,0,2,0,236,322411,140000
mdgo_v11_probe_000285,mdgo_v05_fin_user_0015,finance,suggestion_rejection_pair,2,0,2,0,222,337230,140000
mdgo_v11_probe_000286,mdgo_v05_fin_user_0011,finance,suggestion_rejection_pair,2,0,2,0,229,333048,140000
mdgo_v11_probe_000287,mdgo_v07_sof_user_0014,software,triple_asof_interleaved,3,0,3,0,231,326919,140000
mdgo_v11_probe_000288,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_000289,mdgo_v05_fin_user_0012,finance,triple_asof_interleaved,3,0,3,0,224,334218,140000
mdgo_v11_probe_000290,mdgo_v07_sof_user_0009,software,triple_asof_interleaved,3,0,3,0,235,322372,140000
mdgo_v11_probe_000291,mdgo_v05_fin_user_0025,finance,suggestion_rejection_pair,2,0,2,0,232,338920,140000
mdgo_v11_probe_000292,mdgo_v05_fin_user_0024,finance,triple_asof_interleaved,3,0,3,0,226,340270,140000
mdgo_v11_probe_000293,mdgo_v05_fin_user_0006,finance,dual_asof_reversal,2,0,2,0,224,336433,140000
mdgo_v11_probe_000294,mdgo_v05_fin_user_0029,finance,provenance_weighted_triple,3,0,3,0,227,332408,140000
mdgo_v11_probe_000295,mdgo_v05_sof_user_0000,software,dual_asof_reversal,2,0,2,0,239,311624,140000
mdgo_v11_probe_000296,mdgo_v05_fin_user_0005,finance,provenance_weighted_triple,3,0,3,0,231,328129,140000
mdgo_v11_probe_000297,mdgo_v05_sof_user_0006,software,dual_asof_reversal,2,0,2,0,233,322287,140000
mdgo_v11_probe_000298,mdgo_v05_sof_user_0002,software,reference_case_reconstruction,3,1,2,112,344,323038,140000
mdgo_v11_probe_000299,mdgo_v05_fin_user_0000,finance,surface_decoy_pair,2,0,2,0,227,333457,140000
mdgo_v11_probe_000300,mdgo_v05_fin_user_0017,finance,dual_asof_reversal,2,0,2,0,217,341010,140000
mdgo_v11_probe_000301,mdgo_v05_fin_user_0028,finance,dual_asof_reversal,2,0,2,0,219,335276,140000
mdgo_v11_probe_000302,mdgo_v05_fin_user_0004,finance,triple_asof_interleaved,3,0,3,0,226,332730,140000
mdgo_v11_probe_000303,mdgo_v05_fin_user_0033,finance,dual_asof_reversal,2,0,2,0,230,330817,140000
mdgo_v11_probe_000304,mdgo_v05_fin_user_0006,finance,surface_decoy_pair,2,0,2,0,224,336433,140000
mdgo_v11_probe_000305,mdgo_v05_sof_user_0000,software,dual_asof_reversal,2,0,2,0,239,311624,140000
mdgo_v11_probe_000306,mdgo_v05_fin_user_0027,finance,dual_asof_reversal,2,0,2,0,220,342331,140000
mdgo_v11_probe_000307,mdgo_v05_fin_user_0012,finance,surface_decoy_pair,2,0,2,0,224,334218,140000
mdgo_v11_probe_000308,mdgo_v05_fin_user_0021,finance,reference_case_reconstruction,3,1,2,121,344,333807,140000
mdgo_v11_probe_000309,mdgo_v05_fin_user_0010,finance,surface_decoy_pair,2,0,2,0,230,335012,140000
mdgo_v11_probe_000310,mdgo_v07_sof_user_0012,software,provenance_weighted_triple,3,0,3,0,236,321909,140000
mdgo_v11_probe_000311,mdgo_v07_sof_user_0009,software,triple_asof_interleaved,3,0,3,0,235,322372,140000
mdgo_v11_probe_000312,mdgo_v05_fin_user_0017,finance,dual_asof_reversal,2,0,2,0,217,341010,140000
mdgo_v11_probe_000313,mdgo_v05_fin_user_0006,finance,suggestion_rejection_pair,2,0,2,0,224,336433,140000
mdgo_v11_probe_000314,mdgo_v05_sof_user_0001,software,suggestion_rejection_pair,2,0,2,0,234,322282,140000
mdgo_v11_probe_000315,mdgo_v05_fin_user_0001,finance,suggestion_rejection_pair,2,0,2,0,226,338269,140000
mdgo_v11_probe_000316,mdgo_v05_fin_user_0021,finance,triple_asof_interleaved,3,0,3,0,232,333807,140000
mdgo_v11_probe_000317,mdgo_v07_sof_user_0016,software,dual_asof_reversal,2,0,2,0,233,324189,140000
mdgo_v11_probe_000318,mdgo_v05_fin_user_0022,finance,dual_asof_reversal,2,0,2,0,219,343225,140000
mdgo_v11_probe_000319,mdgo_v05_fin_user_0018,finance,surface_decoy_pair,2,0,2,0,227,331045,140000
mdgo_v11_probe_000320,mdgo_v05_fin_user_0004,finance,dual_asof_reversal,2,0,2,0,226,332730,140000
mdgo_v11_probe_000321,mdgo_v07_sof_user_0012,software,suggestion_rejection_pair,2,0,2,0,236,321909,140000
mdgo_v11_probe_000322,mdgo_v05_sof_user_0005,software,reference_case_reconstruction,3,1,2,114,344,318937,140000
mdgo_v11_probe_000323,mdgo_v05_fin_user_0029,finance,surface_decoy_pair,2,0,2,0,227,332408,140000
mdgo_v11_probe_000324,mdgo_v05_fin_user_0004,finance,reference_case_reconstruction,3,1,2,121,344,332730,140000
mdgo_v11_probe_000325,mdgo_v05_fin_user_0019,finance,suggestion_rejection_pair,2,0,2,0,225,338631,140000
mdgo_v11_probe_000326,mdgo_v05_fin_user_0020,finance,triple_asof_interleaved,3,0,3,0,232,328930,140000
mdgo_v11_probe_000327,mdgo_v07_sof_user_0012,software,surface_decoy_pair,2,0,2,0,236,321909,140000
mdgo_v11_probe_000328,mdgo_v07_sof_user_0015,software,reference_case_reconstruction,3,1,2,112,345,313659,140000
mdgo_v11_probe_000329,mdgo_v05_fin_user_0018,finance,triple_asof_interleaved,3,0,3,0,227,331045,140000
mdgo_v11_probe_000330,mdgo_v05_fin_user_0030,finance,suggestion_rejection_pair,2,0,2,0,220,337818,140000
mdgo_v11_probe_000331,mdgo_v05_fin_user_0012,finance,reference_case_reconstruction,3,1,2,194,413,334218,140000
mdgo_v11_probe_000332,mdgo_v05_fin_user_0018,finance,reference_case_reconstruction,3,1,2,120,345,331045,140000
mdgo_v11_probe_000333,mdgo_v05_sof_user_0002,software,reference_case_reconstruction,3,1,2,180,412,323038,140000
mdgo_v11_probe_000334,mdgo_v05_fin_user_0011,finance,reference_case_reconstruction,3,1,2,121,344,333048,140000
mdgo_v11_probe_000335,mdgo_v05_fin_user_0019,finance,suggestion_rejection_pair,2,0,2,0,225,338631,140000
mdgo_v11_probe_000336,mdgo_v05_fin_user_0016,finance,scope_temporal_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_000337,mdgo_v05_fin_user_0022,finance,surface_decoy_pair,2,0,2,0,219,343225,140000
mdgo_v11_probe_000338,mdgo_v07_sof_user_0015,software,triple_asof_interleaved,3,0,3,0,242,313659,140000
mdgo_v11_probe_000339,mdgo_v07_sof_user_0014,software,surface_decoy_pair,2,0,2,0,231,326919,140000
mdgo_v11_probe_000340,mdgo_v05_fin_user_0003,finance,surface_decoy_pair,2,0,2,0,230,331924,140000
mdgo_v11_probe_000341,mdgo_v05_fin_user_0021,finance,surface_decoy_pair,2,0,2,0,232,333807,140000
mdgo_v11_probe_000342,mdgo_v05_fin_user_0013,finance,provenance_weighted_triple,3,0,3,0,217,345552,140000
mdgo_v11_probe_000343,mdgo_v05_sof_user_0003,software,dual_asof_reversal,2,0,2,0,242,314399,140000
mdgo_v11_probe_000344,mdgo_v05_fin_user_0023,finance,surface_decoy_pair,2,0,2,0,228,336961,140000
mdgo_v11_probe_000345,mdgo_v05_fin_user_0025,finance,triple_asof_interleaved,3,0,3,0,232,338920,140000
mdgo_v11_probe_000346,mdgo_v05_fin_user_0034,finance,triple_asof_interleaved,3,0,3,0,221,337663,140000
mdgo_v11_probe_000347,mdgo_v05_fin_user_0010,finance,surface_decoy_pair,2,0,2,0,230,335012,140000
mdgo_v11_probe_000348,mdgo_v05_fin_user_0015,finance,dual_asof_reversal,2,0,2,0,222,337230,140000
mdgo_v11_probe_000349,mdgo_v07_sof_user_0017,software,provenance_weighted_triple,3,0,3,0,232,325699,140000
mdgo_v11_probe_000350,mdgo_v05_sof_user_0007,software,triple_asof_interleaved,3,0,3,0,236,321840,140000
mdgo_v11_probe_000351,mdgo_v05_fin_user_0016,finance,surface_decoy_pair,2,0,2,0,225,332320,140000
mdgo_v11_probe_000352,mdgo_v05_fin_user_0015,finance,triple_asof_interleaved,3,0,3,0,222,337230,140000
mdgo_v11_probe_000353,mdgo_v05_sof_user_0001,software,dual_asof_reversal,2,0,2,0,234,322282,140000
mdgo_v11_probe_000354,mdgo_v05_fin_user_0017,finance,surface_decoy_pair,2,0,2,0,217,341010,140000
mdgo_v11_probe_000355,mdgo_v05_fin_user_0007,finance,surface_decoy_pair,2,0,2,0,227,337224,140000
mdgo_v11_probe_000356,mdgo_v05_fin_user_0023,finance,scope_temporal_pair,2,0,2,0,228,336961,140000
mdgo_v11_probe_000357,mdgo_v05_fin_user_0024,finance,scope_temporal_pair,2,0,2,0,226,340270,140000
mdgo_v11_probe_000358,mdgo_v05_fin_user_0014,finance,suggestion_rejection_pair,2,0,2,0,223,339699,140000
mdgo_v11_probe_000359,mdgo_v05_fin_user_0029,finance,reference_case_reconstruction,3,1,2,189,412,332408,140000
mdgo_v11_probe_000360,mdgo_v07_sof_user_0014,software,triple_asof_interleaved,3,0,3,0,231,326919,140000
mdgo_v11_probe_000361,mdgo_v07_sof_user_0013,software,suggestion_rejection_pair,2,0,2,0,245,316556,140000
mdgo_v11_probe_000362,mdgo_v05_fin_user_0021,finance,reference_case_reconstruction,3,1,2,121,344,333807,140000
mdgo_v11_probe_000363,mdgo_v05_fin_user_0029,finance,reference_case_reconstruction,3,1,2,189,412,332408,140000
mdgo_v11_probe_000364,mdgo_v05_fin_user_0029,finance,triple_asof_interleaved,3,0,3,0,227,332408,140000
mdgo_v11_probe_000365,mdgo_v05_fin_user_0013,finance,surface_decoy_pair,2,0,2,0,217,345552,140000
mdgo_v11_probe_000366,mdgo_v05_sof_user_0002,software,triple_asof_interleaved,3,0,3,0,237,323038,140000
mdgo_v11_probe_000367,mdgo_v05_sof_user_0001,software,surface_decoy_pair,2,0,2,0,234,322282,140000
mdgo_v11_probe_000368,mdgo_v05_fin_user_0013,finance,reference_case_reconstruction,3,1,2,128,345,345552,140000
mdgo_v11_probe_000369,mdgo_v05_fin_user_0017,finance,dual_asof_reversal,2,0,2,0,217,341010,140000
mdgo_v11_probe_000370,mdgo_v07_sof_user_0016,software,reference_case_reconstruction,3,1,2,118,344,324189,140000
mdgo_v11_probe_000371,mdgo_v07_sof_user_0015,software,suggestion_rejection_pair,2,0,2,0,242,313659,140000
mdgo_v11_probe_000372,mdgo_v07_sof_user_0014,software,provenance_weighted_triple,3,0,3,0,231,326919,140000
mdgo_v11_probe_000373,mdgo_v05_fin_user_0019,finance,reference_case_reconstruction,3,1,2,197,412,338631,140000
mdgo_v11_probe_000374,mdgo_v05_fin_user_0024,finance,dual_asof_reversal,2,0,2,0,226,340270,140000
mdgo_v11_probe_000375,mdgo_v05_fin_user_0017,finance,reference_case_reconstruction,3,1,2,192,412,341010,140000
mdgo_v11_probe_000376,mdgo_v05_fin_user_0032,finance,surface_decoy_pair,2,0,2,0,223,342639,140000
mdgo_v11_probe_000377,mdgo_v05_sof_user_0001,software,triple_asof_interleaved,3,0,3,0,234,322282,140000
mdgo_v11_probe_000378,mdgo_v05_fin_user_0006,finance,triple_asof_interleaved,3,0,3,0,224,336433,140000
mdgo_v11_probe_000379,mdgo_v05_fin_user_0003,finance,provenance_weighted_triple,3,0,3,0,230,331924,140000
mdgo_v11_probe_000380,mdgo_v05_fin_user_0000,finance,dual_asof_reversal,2,0,2,0,227,333457,140000
mdgo_v11_probe_000381,mdgo_v05_fin_user_0026,finance,surface_decoy_pair,2,0,2,0,231,330059,140000
mdgo_v11_probe_000382,mdgo_v05_fin_user_0012,finance,reference_case_reconstruction,3,1,2,123,344,334218,140000
mdgo_v11_probe_000383,mdgo_v05_fin_user_0008,finance,surface_decoy_pair,2,0,2,0,229,338243,140000
mdgo_v11_probe_000384,mdgo_v05_fin_user_0019,finance,triple_asof_interleaved,3,0,3,0,225,338631,140000
mdgo_v11_probe_000385,mdgo_v07_sof_user_0014,software,suggestion_rejection_pair,2,0,2,0,231,326919,140000
mdgo_v11_probe_000386,mdgo_v05_sof_user_0008,software,reference_case_reconstruction,3,1,2,114,344,318483,140000
mdgo_v11_probe_000387,mdgo_v05_fin_user_0010,finance,reference_case_reconstruction,3,1,2,192,412,335012,140000
mdgo_v11_probe_000388,mdgo_v05_fin_user_0000,finance,reference_case_reconstruction,3,1,2,121,344,333457,140000
mdgo_v11_probe_000389,mdgo_v07_sof_user_0017,software,dual_asof_reversal,2,0,2,0,232,325699,140000
mdgo_v11_probe_000390,mdgo_v05_fin_user_0019,finance,reference_case_reconstruction,3,1,2,123,344,338631,140000
mdgo_v11_probe_000391,mdgo_v05_fin_user_0021,finance,dual_asof_reversal,2,0,2,0,232,333807,140000
mdgo_v11_probe_000392,mdgo_v05_sof_user_0000,software,triple_asof_interleaved,3,0,3,0,239,311624,140000
mdgo_v11_probe_000393,mdgo_v05_sof_user_0008,software,triple_asof_interleaved,3,0,3,0,239,318483,140000
mdgo_v11_probe_000394,mdgo_v05_fin_user_0008,finance,provenance_weighted_triple,3,0,3,0,229,338243,140000
mdgo_v11_probe_000395,mdgo_v05_fin_user_0017,finance,triple_asof_interleaved,3,0,3,0,217,341010,140000
mdgo_v11_probe_000396,mdgo_v07_sof_user_0017,software,dual_asof_reversal,2,0,2,0,232,325699,140000
mdgo_v11_probe_000397,mdgo_v05_fin_user_0009,finance,surface_decoy_pair,2,0,2,0,216,341182,140000
mdgo_v11_probe_000398,mdgo_v05_fin_user_0024,finance,suggestion_rejection_pair,2,0,2,0,226,340270,140000
mdgo_v11_probe_000399,mdgo_v07_sof_user_0015,software,dual_asof_reversal,2,0,2,0,242,313659,140000
mdgo_v11_probe_000400,mdgo_v05_sof_user_0005,software,dual_asof_reversal,2,0,2,0,239,318937,140000
mdgo_v11_probe_000401,mdgo_v05_fin_user_0018,finance,dual_asof_reversal,2,0,2,0,227,331045,140000
mdgo_v11_probe_000402,mdgo_v05_fin_user_0027,finance,dual_asof_reversal,2,0,2,0,220,342331,140000
mdgo_v11_probe_000403,mdgo_v07_sof_user_0014,software,suggestion_rejection_pair,2,0,2,0,231,326919,140000
mdgo_v11_probe_000404,mdgo_v05_sof_user_0005,software,surface_decoy_pair,2,0,2,0,239,318937,140000
mdgo_v11_probe_000405,mdgo_v07_sof_user_0014,software,dual_asof_reversal,2,0,2,0,231,326919,140000
mdgo_v11_probe_000406,mdgo_v05_fin_user_0032,finance,provenance_weighted_triple,3,0,3,0,223,342639,140000
mdgo_v11_probe_000407,mdgo_v05_fin_user_0016,finance,dual_asof_reversal,2,0,2,0,225,332320,140000
mdgo_v11_probe_000408,mdgo_v05_fin_user_0000,finance,surface_decoy_pair,2,0,2,0,227,333457,140000
mdgo_v11_probe_000409,mdgo_v05_fin_user_0026,finance,triple_asof_interleaved,3,0,3,0,231,330059,140000
mdgo_v11_probe_000410,mdgo_v07_sof_user_0010,software,suggestion_rejection_pair,2,0,2,0,227,329153,140000
mdgo_v11_probe_000411,mdgo_v05_fin_user_0014,finance,surface_decoy_pair,2,0,2,0,223,339699,140000
mdgo_v11_probe_000412,mdgo_v05_fin_user_0007,finance,provenance_weighted_triple,3,0,3,0,227,337224,140000
mdgo_v11_probe_000413,mdgo_v07_sof_user_0013,software,reference_case_reconstruction,3,1,2,180,412,316556,140000
mdgo_v11_probe_000414,mdgo_v07_sof_user_0016,software,triple_asof_interleaved,3,0,3,0,233,324189,140000
mdgo_v11_probe_000415,mdgo_v05_fin_user_0018,finance,suggestion_rejection_pair,2,0,2,0,227,331045,140000
mdgo_v11_probe_000416,mdgo_v05_fin_user_0013,finance,triple_asof_interleaved,3,0,3,0,217,345552,140000
mdgo_v11_probe_000417,mdgo_v05_fin_user_0000,finance,surface_decoy_pair,2,0,2,0,227,333457,140000
mdgo_v11_probe_000418,mdgo_v05_fin_user_0019,finance,reference_case_reconstruction,3,1,2,123,344,338631,140000
mdgo_v11_probe_000419,mdgo_v05_fin_user_0028,finance,reference_case_reconstruction,3,1,2,190,412,335276,140000
mdgo_v11_probe_000420,mdgo_v05_fin_user_0000,finance,dual_asof_reversal,2,0,2,0,227,333457,140000
mdgo_v11_probe_000421,mdgo_v05_fin_user_0033,finance,dual_asof_reversal,2,0,2,0,230,330817,140000
mdgo_v11_probe_000422,mdgo_v05_sof_user_0004,software,provenance_weighted_triple,3,0,3,0,236,322411,140000
mdgo_v11_probe_000423,mdgo_v05_fin_user_0021,finance,dual_asof_reversal,2,0,2,0,232,333807,140000
mdgo_v11_probe_000424,mdgo_v05_fin_user_0035,finance,surface_decoy_pair,2,0,2,0,230,332598,140000
mdgo_v11_probe_000425,mdgo_v07_sof_user_0010,software,dual_asof_reversal,2,0,2,0,227,329153,140000
mdgo_v11_probe_000426,mdgo_v05_sof_user_0002,software,triple_asof_interleaved,3,0,3,0,237,323038,140000
mdgo_v11_probe_000427,mdgo_v05_sof_user_0000,software,triple_asof_interleaved,3,0,3,0,239,311624,140000
mdgo_v11_probe_000428,mdgo_v05_fin_user_0007,finance,suggestion_rejection_pair,2,0,2,0,227,337224,140000
mdgo_v11_probe_000429,mdgo_v05_fin_user_0034,finance,surface_decoy_pair,2,0,2,0,221,337663,140000
mdgo_v11_probe_000430,mdgo_v05_fin_user_0000,finance,scope_temporal_pair,2,0,2,0,227,333457,140000
mdgo_v11_probe_000431,mdgo_v05_fin_user_0009,finance,surface_decoy_pair,2,0,2,0,216,341182,140000
